"SchoolYear","OrganizationLevel","County","DistrictCode","DistrictName","StudentGroupType","StudentGroup","Subject","MedianSGP","StudentCount","NumberLowGrowth","NumberTypicalGrowth","NumberHighGrowth","PercentLowGrowth","PercentTypicalGrowth","PercentHighGrowth","PhysicalAddress","Median_Household_Income"
"2015","District","Spokane",32081,"Spokane School District","AllStudents","All Students","Math",41,1878,787,579,512,0.419,0.308,0.273,"99201",27398
"2019","District","Lincoln",22008,"Sprague School District","AllStudents","All Students","English Language Arts",32,11,6,2,3,0.545,0.182,0.273,"99032",61484
"2019","District","Lincoln",22008,"Sprague School District","AllStudents","All Students","Math",29,11,6,3,2,0.545,0.273,0.182,"99032",61484
"2019","District","Whitman",38322,"St. John School District","AllStudents","All Students","English Language Arts",48,17,2,10,5,0.118,0.588,0.294,"99171",57917
"2019","District","Whitman",38322,"St. John School District","AllStudents","All Students","Math",85,17,1,4,12,0.059,0.235,0.706,"99171",57917
"2018","District","Whitman",38322,"St. John School District","AllStudents","All Students","English Language Arts",68,24,7,4,13,0.292,0.167,0.542,"99171",57917
"2018","District","Whitman",38322,"St. John School District","AllStudents","All Students","Math",67,24,5,6,13,0.208,0.25,0.542,"99171",57917
"2017","District","Whitman",38322,"St. John School District","AllStudents","All Students","English Language Arts",67,21,1,9,11,0.048,0.429,0.524,"99171",57917
"2017","District","Whitman",38322,"St. John School District","AllStudents","All Students","Math",67,21,4,6,11,0.19,0.286,0.524,"99171",57917
"2016","District","Whitman",38322,"St. John School District","AllStudents","All Students","English Language Arts",67,27,5,7,15,0.185,0.259,0.556,"99171",57917
"2016","District","Whitman",38322,"St. John School District","AllStudents","All Students","Math",79,27,3,6,18,0.111,0.222,0.667,"99171",57917
"2015","District","Whitman",38322,"St. John School District","AllStudents","All Students","English Language Arts",69.5,20,1,9,10,0.05,0.45,0.5,"99171",57917
"2015","District","Whitman",38322,"St. John School District","AllStudents","All Students","Math",49,20,5,8,7,0.25,0.4,0.35,"99171",57917
"2019","District","Snohomish",31401,"Stanwood-Camano School District","AllStudents","All Students","English Language Arts",56,1662,472,570,620,0.284,0.343,0.373,"98292",84489
"2019","District","Snohomish",31401,"Stanwood-Camano School District","AllStudents","All Students","Math",52,1663,513,541,609,0.308,0.325,0.366,"98292",84489
"2018","District","Snohomish",31401,"Stanwood-Camano School District","AllStudents","All Students","English Language Arts",55,1595,438,561,596,0.275,0.352,0.374,"98292",84489
"2018","District","Snohomish",31401,"Stanwood-Camano School District","AllStudents","All Students","Math",51,1589,498,514,577,0.313,0.323,0.363,"98292",84489
"2017","District","Snohomish",31401,"Stanwood-Camano School District","AllStudents","All Students","English Language Arts",54,1550,438,535,577,0.283,0.345,0.372,"98292",84489
"2017","District","Snohomish",31401,"Stanwood-Camano School District","AllStudents","All Students","Math",59,1542,404,483,655,0.262,0.313,0.425,"98292",84489
"2016","District","Snohomish",31401,"Stanwood-Camano School District","AllStudents","All Students","English Language Arts",52,1498,441,517,540,0.294,0.345,0.36,"98292",84489
"2016","District","Snohomish",31401,"Stanwood-Camano School District","AllStudents","All Students","Math",54,1481,411,512,558,0.278,0.346,0.377,"98292",84489
"2015","District","Snohomish",31401,"Stanwood-Camano School District","AllStudents","All Students","English Language Arts",45,1498,558,479,461,0.372,0.32,0.308,"98292",84489
"2015","District","Snohomish",31401,"Stanwood-Camano School District","AllStudents","All Students","Math",45,1493,549,494,450,0.368,0.331,0.301,"98292",84489
"2019","District","Columbia",7035,"Starbuck School District","AllStudents","All Students","English Language Arts",56,11,3,6,2,0.273,0.545,0.182,"99359",43438
"2019","District","Columbia",7035,"Starbuck School District","AllStudents","All Students","Math",59,11,3,4,4,0.273,0.364,0.364,"99359",43438
"2018","District","Columbia",7035,"Starbuck School District","AllStudents","All Students","English Language Arts",41,13,6,5,2,0.462,0.385,0.154,"99359",43438
"2018","District","Columbia",7035,"Starbuck School District","AllStudents","All Students","Math",25,12,8,2,2,0.667,0.167,0.167,"99359",43438
"2016","District","Columbia",7035,"Starbuck School District","AllStudents","All Students","English Language Arts",23,11,6,4,1,0.545,0.364,0.091,"99359",43438
"2016","District","Columbia",7035,"Starbuck School District","AllStudents","All Students","Math",73,11,1,3,7,0.091,0.273,0.636,"99359",43438
"2019","District","Pierce",27001,"Steilacoom Hist. School District","AllStudents","All Students","English Language Arts",52,1024,310,360,354,0.303,0.352,0.346,"98388",85083
"2019","District","Pierce",27001,"Steilacoom Hist. School District","AllStudents","All Students","Math",50,1017,317,365,335,0.312,0.359,0.329,"98388",85083
"2018","District","Pierce",27001,"Steilacoom Hist. School District","AllStudents","All Students","English Language Arts",52,1053,289,387,377,0.274,0.368,0.358,"98388",85083
"2018","District","Pierce",27001,"Steilacoom Hist. School District","AllStudents","All Students","Math",49,1051,327,411,313,0.311,0.391,0.298,"98388",85083
"2017","District","Pierce",27001,"Steilacoom Hist. School District","AllStudents","All Students","English Language Arts",47,990,331,365,294,0.334,0.369,0.297,"98388",85083
"2017","District","Pierce",27001,"Steilacoom Hist. School District","AllStudents","All Students","Math",46,1029,351,384,294,0.341,0.373,0.286,"98388",85083
"2016","District","Pierce",27001,"Steilacoom Hist. School District","AllStudents","All Students","English Language Arts",54,940,270,314,356,0.287,0.334,0.379,"98388",85083
"2016","District","Pierce",27001,"Steilacoom Hist. School District","AllStudents","All Students","Math",53,1005,288,358,359,0.287,0.356,0.357,"98388",85083
"2015","District","Pierce",27001,"Steilacoom Hist. School District","AllStudents","All Students","English Language Arts",53,973,265,344,364,0.272,0.354,0.374,"98388",85083
"2015","District","Pierce",27001,"Steilacoom Hist. School District","AllStudents","All Students","Math",44,997,380,350,267,0.381,0.351,0.268,"98388",85083
"2019","District","Skamania",30303,"Stevenson-Carson School District","AllStudents","All Students","English Language Arts",53,296,88,98,110,0.297,0.331,0.372,"98648",63750
"2019","District","Skamania",30303,"Stevenson-Carson School District","AllStudents","All Students","Math",49,296,96,114,86,0.324,0.385,0.291,"98648",63750
"2018","District","Skamania",30303,"Stevenson-Carson School District","AllStudents","All Students","English Language Arts",44,277,107,90,80,0.386,0.325,0.289,"98648",63750
"2018","District","Skamania",30303,"Stevenson-Carson School District","AllStudents","All Students","Math",54.5,270,74,94,102,0.274,0.348,0.378,"98648",63750
"2017","District","Skamania",30303,"Stevenson-Carson School District","AllStudents","All Students","English Language Arts",39,280,116,84,80,0.414,0.3,0.286,"98648",63750
"2017","District","Skamania",30303,"Stevenson-Carson School District","AllStudents","All Students","Math",44,277,96,96,85,0.347,0.347,0.307,"98648",63750
"2016","District","Skamania",30303,"Stevenson-Carson School District","AllStudents","All Students","English Language Arts",42,291,119,84,88,0.409,0.289,0.302,"98648",63750
"2016","District","Skamania",30303,"Stevenson-Carson School District","AllStudents","All Students","Math",48.5,284,94,109,81,0.331,0.384,0.285,"98648",63750
"2015","District","Skamania",30303,"Stevenson-Carson School District","AllStudents","All Students","English Language Arts",43,293,115,107,71,0.392,0.365,0.242,"98648",63750
"2015","District","Skamania",30303,"Stevenson-Carson School District","AllStudents","All Students","Math",43,291,108,99,84,0.371,0.34,0.289,"98648",63750
"2019","District","Snohomish",31311,"Sultan School District","AllStudents","All Students","English Language Arts",53,716,228,224,264,0.318,0.313,0.369,"98294",69458
"2019","District","Snohomish",31311,"Sultan School District","AllStudents","All Students","Math",49,715,236,238,241,0.33,0.333,0.337,"98294",69458
"2018","District","Snohomish",31311,"Sultan School District","AllStudents","All Students","English Language Arts",54,720,219,227,274,0.304,0.315,0.381,"98294",69458
"2018","District","Snohomish",31311,"Sultan School District","AllStudents","All Students","Math",60,715,205,203,307,0.287,0.284,0.429,"98294",69458
"2017","District","Snohomish",31311,"Sultan School District","AllStudents","All Students","English Language Arts",50,714,226,240,248,0.317,0.336,0.347,"98294",69458
"2017","District","Snohomish",31311,"Sultan School District","AllStudents","All Students","Math",46.5,712,271,212,229,0.381,0.298,0.322,"98294",69458
"2016","District","Snohomish",31311,"Sultan School District","AllStudents","All Students","English Language Arts",46,715,256,254,205,0.358,0.355,0.287,"98294",69458
"2016","District","Snohomish",31311,"Sultan School District","AllStudents","All Students","Math",36,709,326,230,153,0.46,0.324,0.216,"98294",69458
"2015","District","Snohomish",31311,"Sultan School District","AllStudents","All Students","English Language Arts",41,640,249,231,160,0.389,0.361,0.25,"98294",69458
"2015","District","Snohomish",31311,"Sultan School District","AllStudents","All Students","Math",39,639,266,204,169,0.416,0.319,0.264,"98294",69458
"2019","District","Stevens",33202,"Summit Valley School District","AllStudents","All Students","English Language Arts",47,39,15,12,12,0.385,0.308,0.308,"99101",58125
"2019","District","Stevens",33202,"Summit Valley School District","AllStudents","All Students","Math",56,39,8,18,13,0.205,0.462,0.333,"99101",58125
"2018","District","Stevens",33202,"Summit Valley School District","AllStudents","All Students","English Language Arts",35,41,20,9,12,0.488,0.22,0.293,"99101",58125
"2018","District","Stevens",33202,"Summit Valley School District","AllStudents","All Students","Math",30,41,25,11,5,0.61,0.268,0.122,"99101",58125
"2017","District","Stevens",33202,"Summit Valley School District","AllStudents","All Students","English Language Arts",50.5,34,8,13,13,0.235,0.382,0.382,"99101",58125
"2017","District","Stevens",33202,"Summit Valley School District","AllStudents","All Students","Math",63,34,10,10,14,0.294,0.294,0.412,"99101",58125
"2016","District","Stevens",33202,"Summit Valley School District","AllStudents","All Students","English Language Arts",52,31,10,10,11,0.323,0.323,0.355,"99101",58125
"2016","District","Stevens",33202,"Summit Valley School District","AllStudents","All Students","Math",56,31,11,8,12,0.355,0.258,0.387,"99101",58125
"2015","District","Stevens",33202,"Summit Valley School District","AllStudents","All Students","English Language Arts",71,37,6,11,20,0.162,0.297,0.541,"99101",58125
"2015","District","Stevens",33202,"Summit Valley School District","AllStudents","All Students","Math",54,37,9,13,15,0.243,0.351,0.405,"99101",58125
"2019","District","Pierce",27320,"Sumner School District","AllStudents","All Students","English Language Arts",55,3516,1037,1155,1324,0.295,0.328,0.377,"98390",70374
"2019","District","Pierce",27320,"Sumner School District","AllStudents","All Students","Math",57,3525,980,1110,1435,0.278,0.315,0.407,"98390",70374
"2018","District","Pierce",27320,"Sumner School District","AllStudents","All Students","English Language Arts",52,3395,1053,1086,1256,0.31,0.32,0.37,"98390",70374
"2018","District","Pierce",27320,"Sumner School District","AllStudents","All Students","Math",54,3413,1025,1094,1294,0.3,0.321,0.379,"98390",70374
"2017","District","Pierce",27320,"Sumner School District","AllStudents","All Students","English Language Arts",50,3190,1076,1016,1098,0.337,0.318,0.344,"98390",70374
"2017","District","Pierce",27320,"Sumner School District","AllStudents","All Students","Math",56,3181,925,1025,1231,0.291,0.322,0.387,"98390",70374
"2016","District","Pierce",27320,"Sumner School District","AllStudents","All Students","English Language Arts",55,3065,877,1024,1164,0.286,0.334,0.38,"98390",70374
"2016","District","Pierce",27320,"Sumner School District","AllStudents","All Students","Math",58,3062,812,986,1264,0.265,0.322,0.413,"98390",70374
"2015","District","Pierce",27320,"Sumner School District","AllStudents","All Students","English Language Arts",50,109,35,38,36,0.321,0.349,0.33,"98390",70374
"2015","District","Pierce",27320,"Sumner School District","AllStudents","All Students","Math",55.5,112,33,36,43,0.295,0.321,0.384,"98390",70374
"2019","District","Yakima",39201,"Sunnyside School District","AllStudents","All Students","English Language Arts",59,2493,657,789,1047,0.264,0.316,0.42,"98944",48041
"2019","District","Yakima",39201,"Sunnyside School District","AllStudents","All Students","Math",57,2498,671,852,975,0.269,0.341,0.39,"98944",48041
"2018","District","Yakima",39201,"Sunnyside School District","AllStudents","All Students","English Language Arts",58,2500,627,860,1013,0.251,0.344,0.405,"98944",48041
"2018","District","Yakima",39201,"Sunnyside School District","AllStudents","All Students","Math",64,2496,570,746,1180,0.228,0.299,0.473,"98944",48041
"2017","District","Yakima",39201,"Sunnyside School District","AllStudents","All Students","English Language Arts",60,2542,568,871,1103,0.223,0.343,0.434,"98944",48041
"2017","District","Yakima",39201,"Sunnyside School District","AllStudents","All Students","Math",58,2539,672,773,1094,0.265,0.304,0.431,"98944",48041
"2016","District","Yakima",39201,"Sunnyside School District","AllStudents","All Students","English Language Arts",49,2401,785,876,740,0.327,0.365,0.308,"98944",48041
"2016","District","Yakima",39201,"Sunnyside School District","AllStudents","All Students","Math",52,2398,759,781,858,0.317,0.326,0.358,"98944",48041
"2015","District","Yakima",39201,"Sunnyside School District","AllStudents","All Students","English Language Arts",38,2330,1024,803,503,0.439,0.345,0.216,"98944",48041
"2015","District","Yakima",39201,"Sunnyside School District","AllStudents","All Students","Math",37,2269,1003,773,493,0.442,0.341,0.217,"98944",48041
"2019","District","Grays Harbor",14077,"Taholah School District","AllStudents","All Students","English Language Arts",32,61,31,21,9,0.508,0.344,0.148,"98587",39821
"2019","District","Grays Harbor",14077,"Taholah School District","AllStudents","All Students","Math",47.5,60,23,16,21,0.383,0.267,0.35,"98587",39821
"2018","District","Grays Harbor",14077,"Taholah School District","AllStudents","All Students","English Language Arts",32,69,35,23,11,0.507,0.333,0.159,"98587",39821
"2018","District","Grays Harbor",14077,"Taholah School District","AllStudents","All Students","Math",49,67,28,15,24,0.418,0.224,0.358,"98587",39821
"2017","District","Grays Harbor",14077,"Taholah School District","AllStudents","All Students","English Language Arts",37.5,62,27,22,13,0.435,0.355,0.21,"98587",39821
"2017","District","Grays Harbor",14077,"Taholah School District","AllStudents","All Students","Math",34,65,31,26,8,0.477,0.4,0.123,"98587",39821
"2016","District","Grays Harbor",14077,"Taholah School District","AllStudents","All Students","English Language Arts",23,61,39,13,9,0.639,0.213,0.148,"98587",39821
"2016","District","Grays Harbor",14077,"Taholah School District","AllStudents","All Students","Math",20,65,42,11,12,0.646,0.169,0.185,"98587",39821
"2015","District","Grays Harbor",14077,"Taholah School District","AllStudents","All Students","English Language Arts",26,63,36,20,7,0.571,0.317,0.111,"98587",39821
"2015","District","Grays Harbor",14077,"Taholah School District","AllStudents","All Students","Math",44,64,26,20,18,0.406,0.313,0.281,"98587",39821
"2019","District","King",17409,"Tahoma School District","AllStudents","All Students","English Language Arts",50,3313,1063,1147,1103,0.321,0.346,0.333,"98038",114804
"2019","District","King",17409,"Tahoma School District","AllStudents","All Students","Math",55,3288,921,1126,1241,0.28,0.342,0.377,"98038",114804
"2018","District","King",17409,"Tahoma School District","AllStudents","All Students","English Language Arts",52,3136,992,1022,1122,0.316,0.326,0.358,"98038",114804
"2018","District","King",17409,"Tahoma School District","AllStudents","All Students","Math",50,3132,989,1123,1020,0.316,0.359,0.326,"98038",114804
"2017","District","King",17409,"Tahoma School District","AllStudents","All Students","English Language Arts",51,3010,973,975,1062,0.323,0.324,0.353,"98038",114804
"2017","District","King",17409,"Tahoma School District","AllStudents","All Students","Math",58.5,3002,777,1001,1224,0.259,0.333,0.408,"98038",114804
"2016","District","King",17409,"Tahoma School District","AllStudents","All Students","English Language Arts",50,2879,915,996,968,0.318,0.346,0.336,"98038",114804
"2016","District","King",17409,"Tahoma School District","AllStudents","All Students","Math",49,2877,929,1044,904,0.323,0.363,0.314,"98038",114804
"2015","District","King",17409,"Tahoma School District","AllStudents","All Students","English Language Arts",53,91,29,29,33,0.319,0.319,0.363,"98038",114804
"2015","District","King",17409,"Tahoma School District","AllStudents","All Students","Math",59,93,26,29,38,0.28,0.312,0.409,"98038",114804
"2019","District","Whitman",38265,"Tekoa School District","AllStudents","All Students","English Language Arts",44,63,20,25,18,0.317,0.397,0.286,"99033",60368
"2019","District","Whitman",38265,"Tekoa School District","AllStudents","All Students","Math",37,63,25,21,17,0.397,0.333,0.27,"99033",60368
"2018","District","Whitman",38265,"Tekoa School District","AllStudents","All Students","English Language Arts",51.5,64,17,24,23,0.266,0.375,0.359,"99033",60368
"2018","District","Whitman",38265,"Tekoa School District","AllStudents","All Students","Math",43.5,64,27,19,18,0.422,0.297,0.281,"99033",60368
"2017","District","Whitman",38265,"Tekoa School District","AllStudents","All Students","English Language Arts",34,79,37,22,20,0.468,0.278,0.253,"99033",60368
"2017","District","Whitman",38265,"Tekoa School District","AllStudents","All Students","Math",31.5,78,40,28,10,0.513,0.359,0.128,"99033",60368
"2016","District","Whitman",38265,"Tekoa School District","AllStudents","All Students","English Language Arts",39.5,82,36,29,17,0.439,0.354,0.207,"99033",60368
"2016","District","Whitman",38265,"Tekoa School District","AllStudents","All Students","Math",49,82,31,23,28,0.378,0.28,0.341,"99033",60368
"2015","District","Whitman",38265,"Tekoa School District","AllStudents","All Students","English Language Arts",83,77,12,17,48,0.156,0.221,0.623,"99033",60368
"2015","District","Whitman",38265,"Tekoa School District","AllStudents","All Students","Math",76.5,78,13,17,48,0.167,0.218,0.615,"99033",60368
"2019","District","Thurston",34402,"Tenino School District","AllStudents","All Students","English Language Arts",55,478,127,173,178,0.266,0.362,0.372,"98589",70040
"2019","District","Thurston",34402,"Tenino School District","AllStudents","All Students","Math",61,474,109,167,198,0.23,0.352,0.418,"98589",70040
"2018","District","Thurston",34402,"Tenino School District","AllStudents","All Students","English Language Arts",55,463,155,139,169,0.335,0.3,0.365,"98589",70040
"2018","District","Thurston",34402,"Tenino School District","AllStudents","All Students","Math",42,455,179,156,120,0.393,0.343,0.264,"98589",70040
"2017","District","Thurston",34402,"Tenino School District","AllStudents","All Students","English Language Arts",50,457,150,154,153,0.328,0.337,0.335,"98589",70040
"2017","District","Thurston",34402,"Tenino School District","AllStudents","All Students","Math",54.5,452,122,180,150,0.27,0.398,0.332,"98589",70040
"2016","District","Thurston",34402,"Tenino School District","AllStudents","All Students","English Language Arts",42,426,180,147,99,0.423,0.345,0.232,"98589",70040
"2016","District","Thurston",34402,"Tenino School District","AllStudents","All Students","Math",43,426,160,156,110,0.376,0.366,0.258,"98589",70040
"2015","District","Thurston",34402,"Tenino School District","AllStudents","All Students","English Language Arts",48,27,11,9,7,0.407,0.333,0.259,"98589",70040
"2015","District","Thurston",34402,"Tenino School District","AllStudents","All Students","Math",44,27,11,7,9,0.407,0.259,0.333,"98589",70040
"2019","District","Kittitas",19400,"Thorp School District","AllStudents","All Students","English Language Arts",52.5,66,17,23,26,0.258,0.348,0.394,"98946",59000
"2019","District","Kittitas",19400,"Thorp School District","AllStudents","All Students","Math",62,67,15,23,29,0.224,0.343,0.433,"98946",59000
"2018","District","Kittitas",19400,"Thorp School District","AllStudents","All Students","English Language Arts",55,58,20,15,23,0.345,0.259,0.397,"98946",59000
"2018","District","Kittitas",19400,"Thorp School District","AllStudents","All Students","Math",47,59,23,18,18,0.39,0.305,0.305,"98946",59000
"2017","District","Kittitas",19400,"Thorp School District","AllStudents","All Students","English Language Arts",53,48,17,14,17,0.354,0.292,0.354,"98946",59000
"2017","District","Kittitas",19400,"Thorp School District","AllStudents","All Students","Math",32,51,26,15,10,0.51,0.294,0.196,"98946",59000
"2016","District","Kittitas",19400,"Thorp School District","AllStudents","All Students","English Language Arts",50.5,42,11,19,12,0.262,0.452,0.286,"98946",59000
"2016","District","Kittitas",19400,"Thorp School District","AllStudents","All Students","Math",51,43,13,16,14,0.302,0.372,0.326,"98946",59000
"2019","District","Lewis",21237,"Toledo School District","AllStudents","All Students","English Language Arts",48,283,84,110,89,0.297,0.389,0.314,"98591",64919
"2019","District","Lewis",21237,"Toledo School District","AllStudents","All Students","Math",53,283,89,93,101,0.314,0.329,0.357,"98591",64919
"2018","District","Lewis",21237,"Toledo School District","AllStudents","All Students","English Language Arts",52,287,83,97,107,0.289,0.338,0.373,"98591",64919
"2018","District","Lewis",21237,"Toledo School District","AllStudents","All Students","Math",55,286,77,95,114,0.269,0.332,0.399,"98591",64919
"2017","District","Lewis",21237,"Toledo School District","AllStudents","All Students","English Language Arts",56.5,270,66,97,107,0.244,0.359,0.396,"98591",64919
"2017","District","Lewis",21237,"Toledo School District","AllStudents","All Students","Math",64,270,58,83,129,0.215,0.307,0.478,"98591",64919
"2016","District","Lewis",21237,"Toledo School District","AllStudents","All Students","English Language Arts",56,261,60,100,101,0.23,0.383,0.387,"98591",64919
"2016","District","Lewis",21237,"Toledo School District","AllStudents","All Students","Math",61,257,58,82,117,0.226,0.319,0.455,"98591",64919
"2015","District","Lewis",21237,"Toledo School District","AllStudents","All Students","English Language Arts",47,143,54,49,40,0.378,0.343,0.28,"98591",64919
"2015","District","Lewis",21237,"Toledo School District","AllStudents","All Students","Math",53.5,148,40,54,54,0.27,0.365,0.365,"98591",64919
"2019","District","Okanogan",24404,"Tonasket School District","AllStudents","All Students","English Language Arts",46,439,152,147,140,0.346,0.335,0.319,"98855",38933
"2019","District","Okanogan",24404,"Tonasket School District","AllStudents","All Students","Math",49,436,126,175,135,0.289,0.401,0.31,"98855",38933
"2018","District","Okanogan",24404,"Tonasket School District","AllStudents","All Students","English Language Arts",59,455,99,167,189,0.218,0.367,0.415,"98855",38933
"2018","District","Okanogan",24404,"Tonasket School District","AllStudents","All Students","Math",46,455,151,178,126,0.332,0.391,0.277,"98855",38933
"2017","District","Okanogan",24404,"Tonasket School District","AllStudents","All Students","English Language Arts",52,435,129,155,151,0.297,0.356,0.347,"98855",38933
"2017","District","Okanogan",24404,"Tonasket School District","AllStudents","All Students","Math",49,432,123,174,135,0.285,0.403,0.313,"98855",38933
"2016","District","Okanogan",24404,"Tonasket School District","AllStudents","All Students","English Language Arts",48,428,136,147,145,0.318,0.343,0.339,"98855",38933
"2016","District","Okanogan",24404,"Tonasket School District","AllStudents","All Students","Math",45,423,155,138,130,0.366,0.326,0.307,"98855",38933
"2015","District","Okanogan",24404,"Tonasket School District","AllStudents","All Students","English Language Arts",58,399,102,154,143,0.256,0.386,0.358,"98855",38933
"2015","District","Okanogan",24404,"Tonasket School District","AllStudents","All Students","Math",55,398,112,144,142,0.281,0.362,0.357,"98855",38933
"2019","District","Yakima",39202,"Toppenish School District","AllStudents","All Students","English Language Arts",44,1575,592,566,417,0.376,0.359,0.265,"98948",53108
"2019","District","Yakima",39202,"Toppenish School District","AllStudents","All Students","Math",50,1570,520,543,507,0.331,0.346,0.323,"98948",53108
"2018","District","Yakima",39202,"Toppenish School District","AllStudents","All Students","English Language Arts",43,1512,575,560,377,0.38,0.37,0.249,"98948",53108
"2018","District","Yakima",39202,"Toppenish School District","AllStudents","All Students","Math",41,1502,598,524,380,0.398,0.349,0.253,"98948",53108
"2017","District","Yakima",39202,"Toppenish School District","AllStudents","All Students","English Language Arts",40,1494,611,525,358,0.409,0.351,0.24,"98948",53108
"2017","District","Yakima",39202,"Toppenish School District","AllStudents","All Students","Math",43.5,1480,558,539,383,0.377,0.364,0.259,"98948",53108
"2016","District","Yakima",39202,"Toppenish School District","AllStudents","All Students","English Language Arts",39,1402,612,479,311,0.437,0.342,0.222,"98948",53108
"2016","District","Yakima",39202,"Toppenish School District","AllStudents","All Students","Math",40,1399,574,504,321,0.41,0.36,0.229,"98948",53108
"2015","District","Yakima",39202,"Toppenish School District","AllStudents","All Students","English Language Arts",21,260,165,66,29,0.635,0.254,0.112,"98948",53108
