"SchoolYear","OrganizationLevel","County","DistrictCode","DistrictName","StudentGroupType","StudentGroup","Subject","MedianSGP","StudentCount","NumberLowGrowth","NumberTypicalGrowth","NumberHighGrowth","PercentLowGrowth","PercentTypicalGrowth","PercentHighGrowth","PhysicalAddress","Median_Household_Income"
"2015","District","Pierce",27417,"Fife School District","AllStudents","All Students","English Language Arts",60,766,184,248,334,0.24,0.324,0.436,"98424",78243
"2015","District","Pierce",27417,"Fife School District","AllStudents","All Students","Math",57,766,187,286,293,0.244,0.373,0.383,"98424",78243
"2019","District","Benton",3053,"Finley School District","AllStudents","All Students","English Language Arts",44,316,116,103,97,0.367,0.326,0.307,"99337",77854
"2019","District","Benton",3053,"Finley School District","AllStudents","All Students","Math",47,317,110,107,100,0.347,0.338,0.315,"99337",77854
"2018","District","Benton",3053,"Finley School District","AllStudents","All Students","English Language Arts",44.5,320,116,123,81,0.363,0.384,0.253,"99337",77854
"2018","District","Benton",3053,"Finley School District","AllStudents","All Students","Math",45,317,117,114,86,0.369,0.36,0.271,"99337",77854
"2017","District","Benton",3053,"Finley School District","AllStudents","All Students","English Language Arts",45,302,111,107,84,0.368,0.354,0.278,"99337",77854
"2017","District","Benton",3053,"Finley School District","AllStudents","All Students","Math",47,300,95,114,91,0.317,0.38,0.303,"99337",77854
"2016","District","Benton",3053,"Finley School District","AllStudents","All Students","English Language Arts",39,324,127,127,70,0.392,0.392,0.216,"99337",77854
"2016","District","Benton",3053,"Finley School District","AllStudents","All Students","Math",37.5,324,145,106,73,0.448,0.327,0.225,"99337",77854
"2015","District","Benton",3053,"Finley School District","AllStudents","All Students","English Language Arts",52,134,34,57,43,0.254,0.425,0.321,"99337",77854
"2015","District","Benton",3053,"Finley School District","AllStudents","All Students","Math",53,133,27,53,53,0.203,0.398,0.398,"99337",77854
"2019","District","Pierce",27402,"Franklin Pierce School District","AllStudents","All Students","English Language Arts",45,2924,1097,964,863,0.375,0.33,0.295,"98444",52589
"2019","District","Pierce",27402,"Franklin Pierce School District","AllStudents","All Students","Math",42,2893,1191,932,770,0.412,0.322,0.266,"98444",52589
"2018","District","Pierce",27402,"Franklin Pierce School District","AllStudents","All Students","English Language Arts",46,2838,1028,961,849,0.362,0.339,0.299,"98444",52589
"2018","District","Pierce",27402,"Franklin Pierce School District","AllStudents","All Students","Math",41,2826,1171,923,732,0.414,0.327,0.259,"98444",52589
"2017","District","Pierce",27402,"Franklin Pierce School District","AllStudents","All Students","English Language Arts",54,2751,820,906,1025,0.298,0.329,0.373,"98444",52589
"2017","District","Pierce",27402,"Franklin Pierce School District","AllStudents","All Students","Math",48,2749,910,962,877,0.331,0.35,0.319,"98444",52589
"2016","District","Pierce",27402,"Franklin Pierce School District","AllStudents","All Students","English Language Arts",48,2601,869,930,802,0.334,0.358,0.308,"98444",52589
"2016","District","Pierce",27402,"Franklin Pierce School District","AllStudents","All Students","Math",47,2589,916,880,793,0.354,0.34,0.306,"98444",52589
"2015","District","Pierce",27402,"Franklin Pierce School District","AllStudents","All Students","English Language Arts",47,1071,383,387,301,0.358,0.361,0.281,"98444",52589
"2015","District","Pierce",27402,"Franklin Pierce School District","AllStudents","All Students","Math",46.5,1054,371,358,325,0.352,0.34,0.308,"98444",52589
"2019","District","Spokane",32358,"Freeman School District","AllStudents","All Students","English Language Arts",47,361,135,118,108,0.374,0.327,0.299,"99030",66375
"2019","District","Spokane",32358,"Freeman School District","AllStudents","All Students","Math",48,361,112,138,111,0.31,0.382,0.307,"99030",66375
"2018","District","Spokane",32358,"Freeman School District","AllStudents","All Students","English Language Arts",49,310,106,104,100,0.342,0.335,0.323,"99030",66375
"2018","District","Spokane",32358,"Freeman School District","AllStudents","All Students","Math",42.5,310,117,112,81,0.377,0.361,0.261,"99030",66375
"2017","District","Spokane",32358,"Freeman School District","AllStudents","All Students","English Language Arts",50,317,87,130,100,0.274,0.41,0.315,"99030",66375
"2017","District","Spokane",32358,"Freeman School District","AllStudents","All Students","Math",53,317,87,117,113,0.274,0.369,0.356,"99030",66375
"2016","District","Spokane",32358,"Freeman School District","AllStudents","All Students","English Language Arts",55,322,88,120,114,0.273,0.373,0.354,"99030",66375
"2016","District","Spokane",32358,"Freeman School District","AllStudents","All Students","Math",57,320,86,101,133,0.269,0.316,0.416,"99030",66375
"2019","District","Whitman",38302,"Garfield School District","AllStudents","All Students","English Language Arts",43,41,16,18,7,0.39,0.439,0.171,"99130",59444
"2019","District","Whitman",38302,"Garfield School District","AllStudents","All Students","Math",40,41,14,15,12,0.341,0.366,0.293,"99130",59444
"2018","District","Whitman",38302,"Garfield School District","AllStudents","All Students","English Language Arts",38,40,18,16,6,0.45,0.4,0.15,"99130",59444
"2018","District","Whitman",38302,"Garfield School District","AllStudents","All Students","Math",41.5,40,16,13,11,0.4,0.325,0.275,"99130",59444
"2017","District","Whitman",38302,"Garfield School District","AllStudents","All Students","English Language Arts",25,32,20,7,5,0.625,0.219,0.156,"99130",59444
"2017","District","Whitman",38302,"Garfield School District","AllStudents","All Students","Math",25,32,18,11,3,0.563,0.344,0.094,"99130",59444
"2016","District","Whitman",38302,"Garfield School District","AllStudents","All Students","English Language Arts",33,39,19,10,10,0.487,0.256,0.256,"99130",59444
"2016","District","Whitman",38302,"Garfield School District","AllStudents","All Students","Math",16,39,26,6,7,0.667,0.154,0.179,"99130",59444
"2019","District","Klickitat",20401,"Glenwood School District","AllStudents","All Students","English Language Arts",45,39,14,13,12,0.359,0.333,0.308,"98619",48889
"2019","District","Klickitat",20401,"Glenwood School District","AllStudents","All Students","Math",44,39,14,14,11,0.359,0.359,0.282,"98619",48889
"2018","District","Klickitat",20401,"Glenwood School District","AllStudents","All Students","English Language Arts",44,32,13,7,12,0.406,0.219,0.375,"98619",48889
"2018","District","Klickitat",20401,"Glenwood School District","AllStudents","All Students","Math",66.5,32,8,8,16,0.25,0.25,0.5,"98619",48889
"2017","District","Klickitat",20401,"Glenwood School District","AllStudents","All Students","English Language Arts",64.5,32,7,10,15,0.219,0.313,0.469,"98619",48889
"2017","District","Klickitat",20401,"Glenwood School District","AllStudents","All Students","Math",58,32,3,17,12,0.094,0.531,0.375,"98619",48889
"2016","District","Klickitat",20401,"Glenwood School District","AllStudents","All Students","English Language Arts",49.5,24,10,8,6,0.417,0.333,0.25,"98619",48889
"2016","District","Klickitat",20401,"Glenwood School District","AllStudents","All Students","Math",57.5,18,0,12,6,0,0.667,0.333,"98619",48889
"2015","District","Klickitat",20401,"Glenwood School District","AllStudents","All Students","English Language Arts",54,28,8,10,10,0.286,0.357,0.357,"98619",48889
"2015","District","Klickitat",20401,"Glenwood School District","AllStudents","All Students","Math",63.5,22,1,12,9,0.045,0.545,0.409,"98619",48889
"2019","District","Klickitat",20404,"Goldendale School District","AllStudents","All Students","English Language Arts",47,329,110,122,97,0.334,0.371,0.295,"98620",48522
"2019","District","Klickitat",20404,"Goldendale School District","AllStudents","All Students","Math",51,329,102,115,112,0.31,0.35,0.34,"98620",48522
"2018","District","Klickitat",20404,"Goldendale School District","AllStudents","All Students","English Language Arts",44,309,118,106,85,0.382,0.343,0.275,"98620",48522
"2018","District","Klickitat",20404,"Goldendale School District","AllStudents","All Students","Math",46,310,110,113,87,0.355,0.365,0.281,"98620",48522
"2017","District","Klickitat",20404,"Goldendale School District","AllStudents","All Students","English Language Arts",54,297,92,89,116,0.31,0.3,0.391,"98620",48522
"2017","District","Klickitat",20404,"Goldendale School District","AllStudents","All Students","Math",51,297,81,112,104,0.273,0.377,0.35,"98620",48522
"2016","District","Klickitat",20404,"Goldendale School District","AllStudents","All Students","English Language Arts",38,246,109,81,56,0.443,0.329,0.228,"98620",48522
"2016","District","Klickitat",20404,"Goldendale School District","AllStudents","All Students","Math",53,247,63,101,83,0.255,0.409,0.336,"98620",48522
"2015","District","Klickitat",20404,"Goldendale School District","AllStudents","All Students","English Language Arts",44,297,110,99,88,0.37,0.333,0.296,"98620",48522
"2015","District","Klickitat",20404,"Goldendale School District","AllStudents","All Students","Math",64,293,51,107,135,0.174,0.365,0.461,"98620",48522
"2019","District","Grant",13301,"Grand Coulee Dam School District","AllStudents","All Students","English Language Arts",46,265,84,99,82,0.317,0.374,0.309,"99116",58819
"2019","District","Grant",13301,"Grand Coulee Dam School District","AllStudents","All Students","Math",50,263,85,80,98,0.323,0.304,0.373,"99116",58819
"2018","District","Grant",13301,"Grand Coulee Dam School District","AllStudents","All Students","English Language Arts",48,269,84,100,85,0.312,0.372,0.316,"99116",58819
"2018","District","Grant",13301,"Grand Coulee Dam School District","AllStudents","All Students","Math",55,270,89,70,111,0.33,0.259,0.411,"99116",58819
"2017","District","Grant",13301,"Grand Coulee Dam School District","AllStudents","All Students","English Language Arts",54,266,88,78,100,0.331,0.293,0.376,"99116",58819
"2017","District","Grant",13301,"Grand Coulee Dam School District","AllStudents","All Students","Math",56,263,89,77,97,0.338,0.293,0.369,"99116",58819
"2016","District","Grant",13301,"Grand Coulee Dam School District","AllStudents","All Students","English Language Arts",53,222,54,87,81,0.243,0.392,0.365,"99116",58819
"2016","District","Grant",13301,"Grand Coulee Dam School District","AllStudents","All Students","Math",57,224,61,73,90,0.272,0.326,0.402,"99116",58819
"2015","District","Grant",13301,"Grand Coulee Dam School District","AllStudents","All Students","English Language Arts",40,222,90,75,57,0.405,0.338,0.257,"99116",58819
"2015","District","Grant",13301,"Grand Coulee Dam School District","AllStudents","All Students","Math",47.5,220,69,77,74,0.314,0.35,0.336,"99116",58819
"2019","District","Yakima",39200,"Grandview School District","AllStudents","All Students","English Language Arts",47,1409,478,489,442,0.339,0.347,0.314,"98930",52145
"2019","District","Yakima",39200,"Grandview School District","AllStudents","All Students","Math",60,1411,333,473,605,0.236,0.335,0.429,"98930",52145
"2018","District","Yakima",39200,"Grandview School District","AllStudents","All Students","English Language Arts",45,1404,506,493,405,0.36,0.351,0.288,"98930",52145
"2018","District","Yakima",39200,"Grandview School District","AllStudents","All Students","Math",52,1399,406,480,513,0.29,0.343,0.367,"98930",52145
"2017","District","Yakima",39200,"Grandview School District","AllStudents","All Students","English Language Arts",46,1380,484,515,381,0.351,0.373,0.276,"98930",52145
"2017","District","Yakima",39200,"Grandview School District","AllStudents","All Students","Math",48,1385,471,473,441,0.34,0.342,0.318,"98930",52145
"2016","District","Yakima",39200,"Grandview School District","AllStudents","All Students","English Language Arts",43,1341,528,472,341,0.394,0.352,0.254,"98930",52145
"2016","District","Yakima",39200,"Grandview School District","AllStudents","All Students","Math",38,1341,584,473,284,0.435,0.353,0.212,"98930",52145
"2015","District","Yakima",39200,"Grandview School District","AllStudents","All Students","English Language Arts",42,1258,486,450,322,0.386,0.358,0.256,"98930",52145
"2015","District","Yakima",39200,"Grandview School District","AllStudents","All Students","Math",43,1255,480,441,334,0.382,0.351,0.266,"98930",52145
"2019","District","Yakima",39204,"Granger School District","AllStudents","All Students","English Language Arts",53,556,160,185,211,0.288,0.333,0.379,"98932",59208
"2019","District","Yakima",39204,"Granger School District","AllStudents","All Students","Math",56,557,158,187,212,0.284,0.336,0.381,"98932",59208
"2018","District","Yakima",39204,"Granger School District","AllStudents","All Students","English Language Arts",58,524,129,192,203,0.246,0.366,0.387,"98932",59208
"2018","District","Yakima",39204,"Granger School District","AllStudents","All Students","Math",65,524,109,160,255,0.208,0.305,0.487,"98932",59208
"2017","District","Yakima",39204,"Granger School District","AllStudents","All Students","English Language Arts",46,561,202,209,150,0.36,0.373,0.267,"98932",59208
"2017","District","Yakima",39204,"Granger School District","AllStudents","All Students","Math",64,561,130,166,265,0.232,0.296,0.472,"98932",59208
"2016","District","Yakima",39204,"Granger School District","AllStudents","All Students","English Language Arts",40,558,242,193,123,0.434,0.346,0.22,"98932",59208
